"id","example","intent_id"
6063,"Mujhe prepaid electricity recharge karna hai BRPL",20
6064,"Prepaid meter ka balance kitna hai BRPL",20
6065,"Balance check kar do prepaid meter ka BRPL",20
6067,"Mujhe prepaid recharge karne me help chahiye BRPL",20
6068,"Kaunse site se recharge kare prepaid meter BRPL",20
6069,"Prepaid meter ka recharge karwana hai BRPL",20
6070,"Mujhe prepaid meter me amount add karna hai BRPL",20
6071,"Prepaid recharge karne ka tarika batao BRPL",20
6072,"BRPL prepaid recharge kar do BRPL",20
6073,"Prepaid meter balance check kar lo BRPL",20
6074,"Mujhe prepaid meter recharge karne ka link bhejo BRPL",20
6075,"Mujhe prepaid meter ka recharge karna hai BRPL",20
6076,"Prepaid recharge karne ka form chahiye BRPL",20
6077,"Mujhe prepaid meter recharge karna urgent hai BRPL",20
6078,"Balance check kar lo prepaid meter ka BRPL",20
6079,"Mujhe prepaid recharge ka status dekhna hai BRPL",20
6080,"Prepaid recharge ke liye help karo BRPL",20
6081,"Mujhe prepaid meter top up karna hai BRPL",20
6082,"Electricity meter recharge kar do BRPL",20
6083,"Mujhe prepaid balance dekhna hai BRPL",20
6084,"Prepaid meter recharge ka option dikhana BRPL",20
6085,"Prepaid recharge karna hai abhi BRPL",20
6086,"Mujhe prepaid recharge ke steps batao BRPL",20
6087,"Mera prepaid meter ka recharge kar do BRPL",20
6088,"Prepaid meter me balance add karna hai BRPL",20
6089,"Mujhe prepaid meter ke liye recharge karna hai BRPL",20
6090,"Prepaid recharge link bhejna BRPL",20
6091,"Mujhe prepaid meter ka balance chahiye BRPL",20
6092,"Prepaid meter recharge ke liye guide karo BRPL",20
6093,"Mujhe prepaid recharge karwana hai BRPL",20
6094,"muje prepaid meter recharge karna hai BRPL",20
6095,"Prepaid meter balance check krna hai BRPL",20
6096,"Kaise recharge kre prepaid meter BRPL",20
6097,"Mera prepaid mitar ka balance kam hai BRPL",20
6098,"muje prepaid recharge karna hai abhi BRPL",20
6099,"Please prepaid meter top up kr do BRPL",20
6100,"muje prepaid meter recharge karne ka process chahiye BRPL",20
6101,"Balance check krne ka option batao BRPL",20
6102,"Prepaid mitar ka recharge kaise hota hai BRPL",20
6103,"muje prepaid recharge ka link chahiye BRPL",20
6104,"Prepaid mitar balance zero ho gaya BRPL",20
6105,"Electricity prepaid recharge krna hai BRPL",20
6106,"muje prepaid meter me paisa dalna hai BRPL",20
6107,"Prepaid meter me top-up kr do BRPL",20
6108,"Mera prepaid recharge pendng hai BRPL",20
6109,"Kaise check kre prepaid balance BRPL",20
6110,"muje prepaid recharge karne ka option nahi mil raha BRPL",20
6111,"BRPL prepaid recharge krwana hai BRPL",20
6112,"Prepaid recharge krne ke steps batao BRPL",20
6113,"muje prepaid electricity recharge karna hai BRPL",20
6114,"Prepaid mitar ka balance kitna hai BRPL",20
6115,"Balance check kr do prepaid meter ka BRPL",20
6117,"muje prepaid recharge karne me help chahiye BRPL",20
6118,"Kaunse site se recharge kre prepaid meter BRPL",20
6119,"Prepaid meter ka recharge krwana hai BRPL",20
6120,"muje prepaid meter me amount add karna hai BRPL",20
6121,"Prepaid recharge krne ka tarika batao BRPL",20
6122,"BRPL prepaid recharge kr do BRPL",20
6123,"Prepaid meter balance check kr lo BRPL",20
6124,"muje prepaid meter recharge karne ka link bhejo BRPL",20
6125,"muje prepaid meter ka recharge karna hai BRPL",20
6126,"Prepaid recharge krne ka form chahiye BRPL",20
6127,"muje prepaid meter recharge karna urgent hai BRPL",20
6128,"Balance check kr lo prepaid meter ka BRPL",20
6129,"muje prepaid recharge ka status dekhna hai BRPL",20
6130,"Prepaid recharge ke liye help krdo BRPL",20
6131,"muje prepaid meter top up karna hai BRPL",20
6132,"Electricity meter recharge kr do BRPL",20
6133,"muje prepaid balance dekhna hai BRPL",20
6134,"Prepaid mitar recharge ka option dikhana BRPL",20
6135,"Prepaid recharge krna hai abhi BRPL",20
6136,"muje prepaid recharge ke steps batao BRPL",20
6137,"Mera prepaid meter ka recharge kr do BRPL",20
6138,"Prepaid meter me balance add krna hai BRPL",20
6139,"muje prepaid meter ke liye recharge karna hai BRPL",20
6140,"Prpaid recharge link bhejna BRPL",20
6141,"muje prepaid meter ka balance chahiye BRPL",20
6142,"Prepaid meter recharge ke liye guide krdo BRPL",20
6143,"muje prepaid recharge karwana hai BRPL",20
6144,"Please check my new connection status BRPL",28
6145,"Mujhe apne new connection ka status dekhna hai BRPL",28
6146,"What is the status of my new connection BRPL",28
6148,"Please update on my new connection BRPL",28
6149,"Mera new connection ka status pending hai BRPL",28
6150,"How can I check my new connection progress BRPL",28
6151,"Mujhe pata karna hai mera new connection ka status BRPL",28
6152,"Please tell me my connection status BRPL",28
6153,"New connection ka update batao BRPL",28
6154,"BRPL new connection status chahiye BRPL",28
6155,"Mera connection approve hua kya BRPL",28
6156,"How to check new connection status BRPL",28
6157,"Mera application ka kya hua BRPL",28
6158,"Please show new connection tracking BRPL",28
6159,"Mujhe new connection ka progress check karna hai BRPL",28
6160,"New connection ka approval mila kya BRPL",28
6161,"Mera connection lag gaya kya BRPL",28
6162,"How do I track new connection BRPL",28
6163,"Mera request ka status kya hai BRPL",28
6164,"New meter connection ka status chahiye BRPL",28
6165,"Please confirm my new connection BRPL",28
6166,"Mera connection kab tak mil jayega BRPL",28
6167,"BRPL me mera new connection update kar do BRPL",28
6168,"I want to know the new connection status BRPL",28
6169,"Please share my connection update BRPL",28
6170,"Mera new connection status pending dikh raha hai BRPL",28
6171,"Track my new connection request BRPL",28
6172,"How to find out new connection status BRPL",28
6173,"Mera new connection status kya hai BRPL",28
6174,"I want latest update on my connection BRPL",28
6175,"Please verify my new connection BRPL",28
6176,"Mera new connection process chal raha hai kya BRPL",28
6177,"New connection application ka status batao BRPL",28
6178,"Mera meter installation kab hoga BRPL",28
6179,"How to check the approval of new connection BRPL",28
6180,"Mera new connection lag gaya kya BRPL",28
6181,"Please tell new connection progress BRPL",28
6182,"Mujhe BRPL new connection ka status chahiye BRPL",28
6183,"My new connection status BRPL",28
6184,"New connection ka status check karna hai BRPL",28
6185,"Can you tell me my connection status BRPL",28
6186,"Mera new connection verify kar do BRPL",28
6187,"Application for connection approved hua kya BRPL",28
6188,"Check karo mera connection status BRPL",28
6189,"Mera connection application approve hua kya BRPL",28
6190,"Please confirm connection progress BRPL",28
6191,"Mujhe status chahiye connection ka BRPL",28
6192,"Track my BRPL new connection BRPL",28
6193,"BRPL new connection ka kya update hai BRPL",28
6194,"Please share update on new connection BRPL",28
6195,"plz check my new connection status BRPL",28
6196,"muje apne new connection ka status dekhna hai BRPL",28
6197,"What is the status of my new conection BRPL",28
6199,"plz update on my new connection BRPL",28
6200,"Mera new conection ka status pending hai BRPL",28
6201,"How can I check my new conection progress BRPL",28
6202,"muje pata karna hai mera new connection ka status BRPL",28
6203,"plz tell me my connection status BRPL",28
6204,"New conection ka update batao BRPL",28
6205,"BRPL new connection status chaiye BRPL",28
6206,"Mera conection approve hua kya BRPL",28
6207,"How to check new conection status BRPL",28
6208,"Mra application ka kya hua BRPL",28
6209,"plz show new connection tracking BRPL",28
6210,"muje new connection ka progress check karna hai BRPL",28
6211,"New conection ka approval mila kya BRPL",28
6212,"Mera conection lag gaya kya BRPL",28
6213,"How do I track new conection BRPL",28
6214,"Mera request ka sttaus kya hai BRPL",28
6215,"New meter connection ka status chaiye BRPL",28
6216,"plz confirm my new connection BRPL",28
6217,"Mera conection kab tak mil jayega BRPL",28
6218,"BRPL me mera new connection update kr do BRPL",28
6219,"I want to know the new conection status BRPL",28
6220,"plz share my connection update BRPL",28
6221,"Mera new conection status pending dikh raha hai BRPL",28
6222,"Track my new conection request BRPL",28
6223,"How to find out new conection status BRPL",28
6224,"Mera new conection status kya hai BRPL",28
6225,"I want latest update on my conection BRPL",28
6226,"plz verify my new connection BRPL",28
6227,"Mera new conection process chal raha hai kya BRPL",28
6228,"New conection application ka status batao BRPL",28
6229,"Mera mitar installation kab hoga BRPL",28
6230,"How to check the approval of new conection BRPL",28
6231,"Mera new conection lag gaya kya BRPL",28
6232,"plz tell new connection progress BRPL",28
6233,"muje BRPL new connection ka status chahiye BRPL",28
6234,"My new conection status BRPL",28
6235,"New connection ka status check krna hai BRPL",28
6236,"Can you tell me my conection status BRPL",28
6237,"Mera new connection verify kr do BRPL",28
6238,"Application for conection approved hua kya BRPL",28
6239,"Check krdo mera connection status BRPL",28
6240,"Mera conection application approve hua kya BRPL",28
6241,"plz confirm connection progress BRPL",28
6242,"muje status chahiye connection ka BRPL",28
6243,"Track my BRPL new conection BRPL",28
6244,"BRPL new conection ka kya update hai BRPL",28
6245,"plz share update on new connection BRPL",28
6246,"Mujhe new connection ka status dekhna hai BRPL",34
6247,"Mera connection ka kya status hai BRPL",34
6248,"Please mera new connection check karo BRPL",34
6249,"Mera new connection approve hua kya BRPL",34
6251,"Mera application pending hai BRPL",34
6252,"Mujhe connection ka update chahiye BRPL",34
6253,"Mera meter install hua kya BRPL",34
6254,"BRPL new connection ka status batao BRPL",34
6255,"Mujhe new connection ka result chahiye BRPL",34
6256,"Please mera application status batao BRPL",34
6257,"Kaise check kare connection status BRPL",34
6258,"Mera new connection kab tak milega BRPL",34
6259,"Mujhe naya connection ka update chahiye BRPL",34
6260,"BRPL me mera connection approve hua kya BRPL",34
6261,"Mera connection process chal raha hai kya BRPL",34
6262,"Mujhe pata karna hai mera connection complete hua kya BRPL",34
6263,"Application ka kya hua BRPL",34
6264,"Mera connection status check karo BRPL",34
6265,"New meter ka status kya hai BRPL",34
6266,"Mujhe connection ka latest update chahiye BRPL",34
6267,"BRPL new connection ka progress batao BRPL",34
6268,"Please verify my connection BRPL",34
6269,"Mera connection install hone wala hai kya BRPL",34
6270,"Mujhe connection ka confirmation chahiye BRPL",34
6271,"Application approve hua kya BRPL",34
6272,"Mera connection verify kar do BRPL",34
6273,"Mera BRPL connection lag gaya kya BRPL",34
6274,"Please check my connection application BRPL",34
6275,"Connection kab tak mil jayega BRPL",34
6276,"Mujhe new meter connection ka status chahiye BRPL",34
6277,"Please show connection status BRPL",34
6278,"BRPL me mera new connection approved hai kya BRPL",34
6279,"Mujhe mera connection ka update chahiye BRPL",34
6280,"Application status check karna hai BRPL",34
6281,"New connection lag gaya kya BRPL",34
6282,"Connection approval ka update do BRPL",34
6283,"Mera connection install kar diya kya BRPL",34
6284,"Mujhe BRPL connection ka result chahiye BRPL",34
6285,"New connection ka verification ho gaya kya BRPL",34
6286,"Mera request ka status check karo BRPL",34
6287,"Please connection ka update batao BRPL",34
6288,"Mujhe naya connection ka result chahiye BRPL",34
6289,"BRPL se mera connection approve hua kya BRPL",34
6290,"Connection ka status pending hai kya BRPL",34
6291,"Mujhe connection update chahiye BRPL",34
6292,"Application ka status batao BRPL",34
6293,"Mera meter connection complete hua kya BRPL",34
6294,"Please check karo new connection BRPL",34
6295,"Mujhe connection ka final status chahiye BRPL",34
6296,"Mera connection ka verification kar do BRPL",34
6297,"muje new connection ka status dekhna hai BRPL",34
6298,"Mera conection ka kya status hai BRPL",34
6299,"Please mera new connection check krdo BRPL",34
6300,"Mera new conection approve hua kya BRPL",34
6302,"Mera application pendng hai BRPL",34
6303,"muje connection ka update chahiye BRPL",34
6304,"Mera mitar install hua kya BRPL",34
6305,"BRPL new conection ka status batao BRPL",34
6306,"muje new connection ka result chahiye BRPL",34
6307,"plz mera application status batao BRPL",34
6308,"Kaise check kre connection status BRPL",34
6309,"Mera new conection kab tak milega BRPL",34
6310,"muje naya connection ka update chahiye BRPL",34
6311,"BRPL me mera conection approve hua kya BRPL",34
6312,"Mera conection process chal raha hai kya BRPL",34
6313,"muje pata karna hai mera connection complete hua kya BRPL",34
6314,"pplication ka kya hua BRPL",34
6315,"Mera connection status check krdo BRPL",34
6316,"New mitar ka status kya hai BRPL",34
6317,"muje connection ka latest update chahiye BRPL",34
6318,"BRPL new conection ka progress batao BRPL",34
6319,"plz verify my connection BRPL",34
6320,"Mera conection install hone wala hai kya BRPL",34
6321,"muje connection ka confirmation chahiye BRPL",34
6322,"Application aprove hua kya BRPL",34
6323,"Mera connection verify kr do BRPL",34
6324,"Mera BRPL conection lag gaya kya BRPL",34
6325,"plz check my connection application BRPL",34
6326,"conection kab tak mil jayega BRPL",34
6327,"muje new meter connection ka status chahiye BRPL",34
6328,"plz show connection status BRPL",34
6329,"BRPL me mera new conection approved hai kya BRPL",34
6330,"muje mera connection ka update chahiye BRPL",34
6331,"Application status check krna hai BRPL",34
6332,"New conection lag gaya kya BRPL",34
6333,"conection approval ka update do BRPL",34
6334,"Mera connection install kr diya kya BRPL",34
6335,"muje BRPL connection ka result chahiye BRPL",34
6336,"New conection ka verification ho gaya kya BRPL",34
6337,"Mera request ka status check krdo BRPL",34
6338,"plz connection ka update batao BRPL",34
6339,"muje naya connection ka result chahiye BRPL",34
6340,"BRPL se mera conection approve hua kya BRPL",34
6341,"conection ka status pending hai kya BRPL",34
6342,"muje connection update chahiye BRPL",34
6343,"Application ka sttaus batao BRPL",34
6344,"Mera mitar connection complete hua kya BRPL",34
6345,"Please check krdo new connection BRPL",34
6346,"muje connection ka final status chahiye BRPL",34
6347,"Mera connection ka verification kr do BRPL",34
6348,"Please show my payment history BRPL",60
6349,"Mujhe apne bill payment history dekhni hai BRPL",60
6350,"What are my last payments BRPL",60
6351,"Mera payment record dikhao BRPL",60
6352,"Bill payment history check karni hai BRPL",60
6353,"Show my last transaction BRPL",60
6354,"Mujhe purane bill payments dekhne hain BRPL",60
6355,"Please share payment details BRPL",60
6356,"Mera payment record chahiye BRPL",60
6357,"Bill payment report dikhao BRPL",60
6358,"Show previous payments BRPL",60
6359,"Mujhe pichle mahine ka payment history chahiye BRPL",60
6360,"My old payments list batao BRPL",60
6361,"Payment details show kar do BRPL",60
6362,"Check kar do mera payment history BRPL",60
6363,"Mujhe bill ka payment record chahiye BRPL",60
6364,"Display my past payments BRPL",60
6365,"Payment list dikha do BRPL",60
6366,"BRPL payment history chahiye BRPL",60
6367,"Mera last bill payment kab hua tha BRPL",60
6368,"Show last three bill payments BRPL",60
6369,"Mujhe pura payment record dekhna hai BRPL",60
6370,"Payment transaction history chahiye BRPL",60
6371,"Bill ka payment history check karo BRPL",60
6372,"Mujhe pichle payment details chahiye BRPL",60
6373,"Mera payment history show karo BRPL",60
6374,"Payment history download karna hai BRPL",60
6375,"Last bill ka payment record chahiye BRPL",60
6376,"Mujhe previous transaction chahiye BRPL",60
6377,"Payment ki purani details batao BRPL",60
6378,"Bill payment details check karo BRPL",60
6379,"Mujhe apne payment record verify karne hain BRPL",60
6380,"Payment history view karni hai BRPL",60
6381,"Please check last payment BRPL",60
6382,"Mera payment data dikhao BRPL",60
6383,"Bill history check kar do BRPL",60
6384,"Mujhe payment ke records chahiye BRPL",60
6385,"Previous month ka payment check karna hai BRPL",60
6386,"Payment ka record dikhana BRPL",60
6387,"Mujhe apne sab payments dekhne hain BRPL",60
6388,"Payment report generate karo BRPL",60
6389,"My payment history BRPL",60
6390,"Pura bill history dikhao BRPL",60
6391,"Mujhe old bill transactions chahiye BRPL",60
6392,"Payment summary batao BRPL",60
6393,"Please display payment history BRPL",60
6394,"Payment record download kar do BRPL",60
6395,"Mera last payment show karo BRPL",60
6396,"Bill payment ka record chahiye BRPL",60
6397,"Mujhe payment details confirm karni hai BRPL",60
6398,"Payment ka pura record chahiye BRPL",60
6399,"plz show my payment history BRPL",60
6400,"muje apne bill payment history dekhni hai BRPL",60
6401,"What are my last paymnets BRPL",60
6402,"Mera paymnet record dikhao BRPL",60
6403,"Bill payment history check krni hai BRPL",60
6404,"Shw my last transaction BRPL",60
6405,"muje purane bill payments dekhne hain BRPL",60
6406,"plz share payment details BRPL",60
6407,"Mera payment record chaiye BRPL",60
6408,"Bill paymnet report dikhao BRPL",60
6409,"Show previous paymnets BRPL",60
6410,"muje pichle mahine ka payment history chahiye BRPL",60
6411,"My old paymnets list batao BRPL",60
6412,"Payment details show kr do BRPL",60
6413,"Check kr do mera payment history BRPL",60
6414,"muje bill ka payment record chahiye BRPL",60
6415,"Display my past paymnets BRPL",60
6416,"paymnet list dikha do BRPL",60
6417,"BRPL payment history chaiye BRPL",60
6418,"Mera last bill paymnet kab hua tha BRPL",60
6419,"Show last three bill paymnets BRPL",60
6420,"muje pura payment record dekhna hai BRPL",60
6421,"Payment transaction history chaiye BRPL",60
6422,"Bill ka payment history check krdo BRPL",60
6423,"muje pichle payment details chahiye BRPL",60
6424,"Mera payment history show krdo BRPL",60
6425,"Payment history download krna hai BRPL",60
6426,"Last bill ka payment record chaiye BRPL",60
6427,"muje previous transaction chahiye BRPL",60
6428,"paymnet ki purani details batao BRPL",60
6429,"Bill payment details check krdo BRPL",60
6430,"muje apne payment record verify karne hain BRPL",60
6431,"Payment history view krni hai BRPL",60
6432,"plz check last payment BRPL",60
6433,"Mera paymnet data dikhao BRPL",60
6434,"Bill history check kr do BRPL",60
6435,"muje payment ke records chahiye BRPL",60
6436,"Previous month ka payment check krna hai BRPL",60
6437,"paymnet ka record dikhana BRPL",60
6438,"muje apne sab payments dekhne hain BRPL",60
6439,"Payment report generate krdo BRPL",60
6440,"My paymnet history BRPL",60
6441,"Pura bil history dikhao BRPL",60
6442,"muje old bill transactions chahiye BRPL",60
6443,"paymnet summary batao BRPL",60
6444,"plz display payment history BRPL",60
6445,"Payment record download kr do BRPL",60
6446,"Mera last payment show krdo BRPL",60
6447,"Bill payment ka record chaiye BRPL",60
6448,"muje payment details confirm karni hai BRPL",60
6449,"Payment ka pura record chaiye BRPL",60
6450,"Mujhe payment history dekhni hai BRPL",62
6451,"Bill payment record dikhao BRPL",62
6452,"Mera purana payment check karna hai BRPL",62
6453,"Pichle mahine ka payment status batao BRPL",62
6454,"Mera bill payment kab hua tha BRPL",62
6455,"Payment record chahiye BRPL",62
6456,"Mujhe purani payment details chahiye BRPL",62
6457,"Payment report dikhana BRPL",62
6458,"Mera transaction history dikhao BRPL",62
6459,"Bill payment list chahiye BRPL",62
6460,"Mujhe previous payment details dekhni hai BRPL",62
6461,"Payment record verify karna hai BRPL",62
6462,"Pichle bill ka payment check karo BRPL",62
6463,"Payment details chahiye BRPL",62
6464,"Mera last payment kab hua tha BRPL",62
6465,"Mujhe old payment history chahiye BRPL",62
6466,"Payment list dikhao BRPL",62
6467,"Bill payment ke records dikhana BRPL",62
6468,"Mera pura payment record chahiye BRPL",62
6469,"Payment ka pura history chahiye BRPL",62
6470,"Mujhe bill payment ka data chahiye BRPL",62
6471,"Payment transaction show karo BRPL",62
6472,"Mera pichla bill payment check karo BRPL",62
6473,"Mujhe pura payment list dekhna hai BRPL",62
6474,"Payment ke records batao BRPL",62
6475,"Mera bill ka record chahiye BRPL",62
6476,"Payment details confirm karna hai BRPL",62
6477,"Mujhe old payment history download karni hai BRPL",62
6478,"Payment ka status history me dikhana BRPL",62
6479,"Pichle mahine ka payment dekhna hai BRPL",62
6480,"Mujhe bill ka purana payment dekhna hai BRPL",62
6481,"Payment record view karna hai BRPL",62
6482,"Mera payment transaction history BRPL",62
6483,"Payment report chahiye BRPL",62
6484,"Mujhe payment details check karni hai BRPL",62
6485,"Bill ka payment record chahiye BRPL",62
6486,"Pichle saal ka payment dekhna hai BRPL",62
6487,"Payment record nikalna hai BRPL",62
6488,"Mujhe apne payment check karne hain BRPL",62
6489,"Payment ka report bana do BRPL",62
6490,"Mera bill payment ka data dikhao BRPL",62
6491,"Mujhe purane payments verify karne hain BRPL",62
6492,"Payment ka pura history dikhao BRPL",62
6493,"Mujhe payment transactions dekhne hain BRPL",62
6494,"Bill ke sab payment show karo BRPL",62
6495,"Payment ka record bhejna BRPL",62
6496,"Payment list chahiye BRPL",62
6497,"Mera payment summary chahiye BRPL",62
6498,"Mujhe payment ka pura data chahiye BRPL",62
6499,"Payment details confirm kar do BRPL",62
6500,"Mujhe payment record check karna hai BRPL",62
6501,"muje payment history dekhni hai BRPL",62
6502,"Bill paymnet record dikhao BRPL",62
6503,"Mera purana payment check krna hai BRPL",62
6504,"Pichle mahine ka paymnet status batao BRPL",62
6505,"Mera bill paymnet kab hua tha BRPL",62
6506,"Payment record chaiye BRPL",62
6507,"muje purani payment details chahiye BRPL",62
6508,"paymnet report dikhana BRPL",62
6509,"Mra transaction history dikhao BRPL",62
6510,"Bill payment list chaiye BRPL",62
6511,"muje previous payment details dekhni hai BRPL",62
6512,"Payment record verify krna hai BRPL",62
6513,"Pichle bill ka payment check krdo BRPL",62
6514,"Payment details chaiye BRPL",62
6515,"Mera last paymnet kab hua tha BRPL",62
6516,"muje old payment history chahiye BRPL",62
6517,"paymnet list dikhao BRPL",62
6518,"Bill paymnet ke records dikhana BRPL",62
6519,"Mera pura payment record chaiye BRPL",62
6520,"Payment ka pura history chaiye BRPL",62
6521,"muje bill payment ka data chahiye BRPL",62
6522,"Payment transaction show krdo BRPL",62
6523,"Mera pichla bill payment check krdo BRPL",62
6524,"muje pura payment list dekhna hai BRPL",62
6525,"paymnet ke records batao BRPL",62
6526,"Mera bill ka record chaiye BRPL",62
6527,"Payment details confirm krna hai BRPL",62
6528,"muje old payment history download karni hai BRPL",62
6529,"paymnet ka status history me dikhana BRPL",62
6530,"Pichle mahine ka paymnet dekhna hai BRPL",62
6531,"muje bill ka purana payment dekhna hai BRPL",62
6532,"Payment record view krna hai BRPL",62
6533,"Mera paymnet transaction history BRPL",62
6534,"Payment report chaiye BRPL",62
6535,"muje payment details check karni hai BRPL",62
6536,"Bill ka payment record chaiye BRPL",62
6537,"Pichle saal ka paymnet dekhna hai BRPL",62
6538,"paymnet record nikalna hai BRPL",62
6539,"muje apne payment check karne hain BRPL",62
6540,"paymnet ka report bana do BRPL",62
6541,"Mera bill paymnet ka data dikhao BRPL",62
6542,"muje purane payments verify karne hain BRPL",62
6543,"paymnet ka pura history dikhao BRPL",62
6544,"muje payment transactions dekhne hain BRPL",62
6545,"Bill ke sab payment show krdo BRPL",62
6546,"paymnet ka record bhejna BRPL",62
6547,"Payment list chaiye BRPL",62
6548,"Mera payment summary chaiye BRPL",62
6549,"muje payment ka pura data chahiye BRPL",62
6550,"Payment details confirm kr do BRPL",62
6551,"muje payment record check karna hai BRPL",62
6552,"Please check my payment status BRPL",64
6553,"Mujhe apne bill payment ka status dekhna hai BRPL",64
6554,"Has my payment been received BRPL",64
6555,"Mera bill payment ho gaya kya BRPL",64
6557,"Please verify my last payment BRPL",64
6558,"Bill paid hua kya BRPL",64
6559,"Mujhe payment ka update chahiye BRPL",64
6560,"Check karo mera payment received hua kya BRPL",64
6561,"Payment status batao BRPL",64
6563,"Please show payment confirmation BRPL",64
6566,"Verify my payment BRPL",64
6567,"Mujhe bill payment confirmation chahiye BRPL",64
6568,"Payment details check kar do BRPL",64
6569,"Mera last payment reflect hua kya BRPL",64
6570,"Please confirm bill payment BRPL",64
6571,"Mera payment success hua ya nahi BRPL",64
6572,"Check kar do payment BRPL",64
6573,"Mujhe payment ka proof chahiye BRPL",64
6574,"Please tell me if payment received BRPL",64
6575,"Mera payment accept hua kya BRPL",64
6576,"Bill ka payment verify kar do BRPL",64
6577,"Mera online payment status chahiye BRPL",64
6580,"Please check my transaction BRPL",64
6581,"Bill ka paisa deduct hua kya BRPL",64
6582,"Payment ka update batao BRPL",64
6583,"Mujhe bill payment ka result chahiye BRPL",64
6584,"Verify karo payment received hua kya BRPL",64
6585,"Payment success confirm kar do BRPL",64
6586,"Mera payment pending dikh raha hai BRPL",64
6587,"Please verify transaction status BRPL",64
6588,"Payment accepted hua kya BRPL",64
6589,"Mujhe payment ka status chahiye BRPL",64
6590,"Mera last bill payment check karo BRPL",64
6595,"Payment done confirmation chahiye BRPL",64
6596,"Check kar do mera last payment BRPL",64
6598,"Payment ka proof bhejo BRPL",64
6599,"Mera bill payment confirm karo BRPL",64
6600,"Mujhe payment reflect dikh nahi raha BRPL",64
6601,"Please tell if my payment success hua BRPL",64
6602,"Verify karo payment BRPL",64
6603,"plz check my payment status BRPL",64
6604,"muje apne bill payment ka status dekhna hai BRPL",64
6605,"Has my paymnet been received BRPL",64
6606,"Mera bill paymnet ho gaya kya BRPL",64
6608,"plz verify my last payment BRPL",64
6609,"bil paid hua kya BRPL",64
6610,"muje payment ka update chahiye BRPL",64
6611,"Check krdo mera payment received hua kya BRPL",64
6612,"paymnet status batao BRPL",64
6614,"plz show payment confirmation BRPL",64
6617,"Verify my paymnet BRPL",64
6618,"muje bill payment confirmation chahiye BRPL",64
6619,"Payment details check kr do BRPL",64
6620,"Mera last paymnet reflect hua kya BRPL",64
6621,"plz confirm bill payment BRPL",64
6622,"Mera paymnet success hua ya nahi BRPL",64
6623,"Check kr do payment BRPL",64
6624,"muje payment ka proof chahiye BRPL",64
6625,"plz tell me if payment received BRPL",64
6626,"Mera paymnet accept hua kya BRPL",64
6627,"Bill ka payment verify kr do BRPL",64
6628,"Mera online payment status chaiye BRPL",64
6631,"plz check my transaction BRPL",64
6632,"bil ka paisa deduct hua kya BRPL",64
6633,"paymnet ka update batao BRPL",64
6634,"muje bill payment ka result chahiye BRPL",64
6635,"Verify krdo payment received hua kya BRPL",64
6636,"Payment success confirm kr do BRPL",64
6637,"Mera paymnet pending dikh raha hai BRPL",64
6638,"plz verify transaction status BRPL",64
6639,"paymnet accepted hua kya BRPL",64
6640,"muje payment ka status chahiye BRPL",64
6641,"Mera last bill payment check krdo BRPL",64
6646,"Payment done confirmation chaiye BRPL",64
6647,"Check kr do mera last payment BRPL",64
6649,"paymnet ka proof bhejo BRPL",64
6650,"Mera bill payment confirm krdo BRPL",64
6651,"muje payment reflect dikh nahi raha BRPL",64
6652,"plz tell if my payment success hua BRPL",64
6653,"Verify krdo payment BRPL",64
6654,"Mujhe payment status dekhna hai BRPL",66
6655,"Bill payment ho gaya kya BRPL",66
6656,"Mera payment pending hai kya BRPL",66
6657,"Payment confirm kar do BRPL",66
6658,"Mera transaction success hua kya BRPL",66
6659,"Payment status check karna hai BRPL",66
6660,"Bill ka payment verify karo BRPL",66
6661,"Mujhe payment ka confirmation chahiye BRPL",66
6662,"Mera payment reflect hua kya BRPL",66
6663,"Payment ka result batao BRPL",66
6664,"Mujhe bill payment verify karna hai BRPL",66
6665,"Payment done hua kya BRPL",66
6666,"Payment confirmation dikhao BRPL",66
6667,"Please check my payment BRPL",66
6668,"Mera bill ka paisa gaya kya BRPL",66
6669,"Mujhe payment ka receipt chahiye BRPL",66
6670,"Payment accept hua kya BRPL",66
6671,"Payment verify kar do BRPL",66
6672,"Bill payment reflect nahi hua BRPL",66
6673,"Mujhe payment ka status update chahiye BRPL",66
6674,"Mera payment successful hua kya BRPL",66
6675,"Payment pending dikh raha hai BRPL",66
6676,"Payment ka proof bhejna BRPL",66
6677,"Mujhe payment ka record chahiye BRPL",66
6678,"Check karo payment receive hua kya BRPL",66
6679,"Payment confirmation chahiye BRPL",66
6680,"Bill ka payment success hua kya BRPL",66
6681,"Mujhe payment ka detail chahiye BRPL",66
6682,"Payment update karo BRPL",66
6683,"Mera payment accepted hua kya BRPL",66
6684,"Payment reflect hua kya BRPL",66
6685,"Mujhe apne bill payment ka status chahiye BRPL",66
6686,"Payment kar diya tha confirm kar do BRPL",66
6687,"Mujhe transaction status chahiye BRPL",66
6688,"Payment ka report batao BRPL",66
6689,"Bill ka payment verify karna hai BRPL",66
6690,"Payment ka result dikhao BRPL",66
6691,"Mujhe payment status check karna hai BRPL",66
6692,"Bill payment ka confirmation chahiye BRPL",66
6693,"Payment success hua kya BRPL",66
6694,"Mujhe bill payment update chahiye BRPL",66
6695,"Payment ke details batao BRPL",66
6696,"Please confirm payment BRPL",66
6697,"Payment ho gaya kya BRPL",66
6698,"Mera payment status kya hai BRPL",66
6699,"Mujhe payment ka result confirm karna hai BRPL",66
